id,url,tag,right_tag_cn,您的注释,待验证组合tag,待验证相克tag
597,bloody_weapon,bloody_weapon,沾血的武器,,,
598,bloom,bloom,盛开,,,
599,bloomers,bloomers,灯笼裤,,,
600,blouse,blouse,罩衫,,,
601,blowing,blowing,吹,,,
602,blue-framed_eyewear,blue-framed_eyewear,蓝框眼镜,,,
603,blue_armor,blue_armor,蓝色盔甲,,,
604,blue_background,blue_background,蓝色背景,,,
605,blue_belt,blue_belt,蓝色饰带,,,
606,blue_bikini,blue_bikini,蓝色比基尼,,,
607,blue_blouse,blue_blouse,蓝色上衣,,,
608,blue_bodysuit,blue_bodysuit,蓝色紧身衣,,,
609,blue_bow,blue_bow,蓝色蝴蝶结,,,
610,blue_bra,blue_bra,蓝色胸罩,,,
611,blue_buruma,blue_buruma,蓝色短裤,,,
612,blue_butterfly,blue_butterfly,蓝色的蝴蝶,,,
613,blue_cape,blue_cape,蓝色斗篷,,,
614,blue_capelet,blue_capelet,蓝色披肩,,,
615,blue_cardigan,blue_cardigan,蓝色开襟衫,,,
616,blue_choker,blue_choker,蓝色项圈,,,
617,blue_coat,blue_coat,蓝色外套,,,
618,blue_dress,blue_dress,蓝色洋装,,,
619,blue_eyes,blue_eyes,蓝眼睛,,,
620,blue_fire,blue_fire,蓝色的火焰,,,
621,blue_flower,blue_flower,蓝色的花,,,
622,blue_footwear,blue_footwear,蓝色鞋类,,,
623,blue_gloves,blue_gloves,蓝色手套,,,
624,blue_hair,blue_hair,蓝色头发,,,
625,blue_hairband,blue_hairband,蓝色发带,,,
626,blue_hakama,blue_hakama,蓝色的袴,,,
627,blue_headband,blue_headband,蓝色头巾,,,
628,blue_headwear,blue_headwear,蓝色头饰,,,
629,blue_hoodie,blue_hoodie,蓝色连帽衫,,,
630,blue_horns,blue_horns,蓝色的角,,,
631,blue_jacket,blue_jacket,蓝色夹克,,,
632,blue_kimono,blue_kimono,蓝色和服,,,
633,blue_legwear,blue_legwear,蓝色紧身裤,,,
634,blue_leotard,blue_leotard,蓝色连身衣,,,
635,blue_nails,blue_nails,蓝色指甲,,,
636,blue_neckwear,blue_neckwear,蓝色的领饰,,,
637,blue_panties,blue_panties,蓝色内裤,,,
638,blue_pants,blue_pants,蓝色长裤,,,
639,blue_ribbon,blue_ribbon,蓝色丝带,,,
640,blue_rose,blue_rose,蓝玫瑰,,,
641,blue_sailor_collar,blue_sailor_collar,蓝色水手领,,,
642,blue_sarong,blue_sarong,蓝色沙滩裙,,,
643,blue_scarf,blue_scarf,蓝色围巾,,,
644,blue_scrunchie,blue_scrunchie,蓝色发束,,,
645,blue_serafuku,blue_serafuku,蓝色水手服,,,
646,blue_shirt,blue_shirt,蓝色衬衫,,,
647,blue_shorts,blue_shorts,蓝色短裤,,,
648,blue_skin,blue_skin,蓝色皮肤,,,
649,blue_skirt,blue_skirt,蓝色短裙,,,
650,blue_sky,blue_sky,蓝天,,,
651,blue_sleeves,blue_sleeves,蓝色袖子,,,
652,blue_sweater,blue_sweater,蓝色毛衣,,,
653,blue_swimsuit,blue_swimsuit,蓝色泳衣,,,
654,blue_theme,blue_theme,蓝色,,,
655,blue_vest,blue_vest,蓝色背心,,,
656,blue_wings,blue_wings,蓝色翅膀,,,
657,blueberry,blueberry,蓝莓,,,
658,blunt_bangs,blunt_bangs,直刘海,,,
659,blur_censor,blur_censor,模糊打码,,,
660,blurry,blurry,模糊的,,,
661,blurry_background,blurry_background,模糊的背景,,,
662,blurry_foreground,blurry_foreground,前景模糊,,,
663,blush,blush,脸红,,,
664,blush_stickers,blush_stickers,表情贴纸,,,
665,boar,boar,猪,,,
666,board_game,board_game,棋盘游戏,,,
667,boat,boat,船,,,
668,bob_cut,bob_cut,波波头,,,
669,bobby_socks,bobby_socks,美式短袜,,,
670,body_blush,body_blush,身体泛红,,,
671,body_hair,body_hair,体毛,,,
672,body_writing,body_writing,在身上写字,,,
673,bodypaint,bodypaint,人体彩绘,,,
674,bodystocking,bodystocking,连体裤袜,,,
675,bodysuit,bodysuit,连体紧身衣,,,
676,bodysuit_under_clothes,bodysuit_under_clothes,紧身衣裤,,,
677,bokeh,bokeh,焦外成像,,,
678,bokken,bokken,木剑,,,
679,bokura_wa_ima_no_naka_de,bokura_wa_ima_no_naka_de,《如今的我们》,,,
680,bolo_tie,bolo_tie,波洛领带,,,
681,bolt_action,bolt_action,栓式枪机,,,
682,bomb,bomb,炸弹,,,
683,bomber_jacket,bomber_jacket,飞行员夹克,,,
684,bondage,bondage,捆绑play,,,
685,bondage_outfit,bondage_outfit,束缚服,,,
686,bone,bone,骨头,,,
687,bone_hair_ornament,bone_hair_ornament,骨头状饰品,,,
688,boned_meat,boned_meat,带骨肉,,,
689,bonnet,bonnet,bonnet女帽,,,
690,book,book,书,,,
691,book_hug,book_hug,抱着书,,,
692,book_stack,book_stack,书堆,,,
693,bookbag,bookbag,书包,,,
694,bookmark,bookmark,书签,,,
695,bookshelf,bookshelf,书架,,,
696,boots,boots,长靴,,,
697,boots_removed,boots_removed,脱下的靴子,,,
698,border,border,边框,,,
699,bored,bored,无聊的,,,
700,borrowed_character,borrowed_character,借鉴的角色,,,
701,borrowed_design,borrowed_design,借鉴的设计,,,
702,borrowed_garments,borrowed_garments,男友的衣服,,,
703,bottle,bottle,瓶子,,,
704,bottomless,bottomless,裸下半身,,,
705,bouncing_breasts,bouncing_breasts,乳摇,,,
706,bound,bound,绑住的,,,
707,bound_arms,bound_arms,手臂被束缚,,,
708,bound_legs,bound_legs,腿被束缚,,,
709,bound_wrists,bound_wrists,手腕被束缚,,,
710,bouquet,bouquet,花束,,,
711,bow,bow,蝴蝶结,,,
712,bow_(instrument),bow_(instrument),弦类乐器,,,
713,bow_(weapon),bow_(weapon),弓,,,
714,bow_bikini,bow_bikini,带蝴蝶结的比基尼,,,
715,bow_bra,bow_bra,带蝴蝶结的胸罩,,,
716,bow_hairband,bow_hairband,带蝴蝶结的发带,,,
717,bow_legwear,bow_legwear,带蝴蝶结的裤袜,,,
718,bow_panties,bow_panties,带蝴蝶结的内裤,,,
719,bowing,bowing,鞠躬,,,
720,bowl,bowl,碗,,,
721,bowl_cut,bowl_cut,锅盖头,,,
722,bowl_hat,bowl_hat,碗状帽子,,,
723,bowtie,bowtie,领结,,,
724,box,box,箱子,,,
725,boxcutter,boxcutter,刻刀,,,
726,boxers,boxers,拳击手,,,
727,boxing_gloves,boxing_gloves,拳套,,,
728,boy_on_top,boy_on_top,男上体位,,,
729,bra,bra,胸罩,,,
730,bra_lift,bra_lift,掀上去的胸罩,,,
731,bra_peek,bra_peek,微微露出胸罩,,,
732,bra_pull,bra_pull,拉下的胸罩,,,
733,bra_removed,bra_removed,摘下的胸罩,,,
734,bra_strap,bra_strap,内衣肩带,,,
735,bra_through_clothes,bra_through_clothes,透过衣服可以看到胸罩,,,
736,bracelet,bracelet,手镯,,,
737,bracer,bracer,护腕,,,
738,braid,braid,三股辫,,,
739,braided_bangs,braided_bangs,辫子刘海,,,
740,braided_bun,braided_bun,辫式发髻,,,
741,braided_ponytail,braided_ponytail,麻花辫马尾,,,
742,branch,branch,分支,,,
743,brand_name_imitation,brand_name_imitation,名牌neta,,,
744,bread,bread,面包,,,
745,breast_bondage,breast_bondage,乳房绑缚,,,
746,breast_conscious,breast_conscious,对胸部在意,,,
747,breast_curtains,breast_curtains,乳帘,,,
748,breast_envy,breast_envy,胸围歧视,,,
749,breast_expansion,breast_expansion,丰胸,,,
750,breast_grab,breast_grab,揉胸,,,
751,breast_hold,breast_hold,抱着胸部,,,
752,breast_lift,breast_lift,托着胸部,,,
753,breast_padding,breast_padding,胸垫,,,
754,breast_pocket,breast_pocket,乳袋,,,
755,breast_poke,breast_poke,戳胸,,,
756,breast_press,breast_press,挤压胸部,,,
757,breast_rest,breast_rest,搁着胸部,,,
758,breast_slip,breast_slip,胸部走光,,,
759,breast_smother,breast_smother,洗面奶,,,
760,breast_squeeze,breast_squeeze,从两侧挤胸,,,
761,breast_sucking,breast_sucking,吸奶,,,
762,breast_suppress,breast_suppress,手放在乳房上方,,,
763,breast_tattoo,breast_tattoo,胸部纹身,,,
764,breastless_clothes,breastless_clothes,露胸的衣服,,,
765,breastplate,breastplate,胸甲,,,
766,breasts,breasts,乳房,,,
767,breasts_apart,breasts_apart,向两侧摊开的乳房,,,
768,breasts_on_glass,breasts_on_glass,胸压玻璃,,,
769,breasts_on_head,breasts_on_head,压在头上的乳房,,,
770,breasts_outside,breasts_outside,露出的乳房,,,
771,breath,breath,呼吸,,,
772,breathing_fire,breathing_fire,喷火,,,
773,brick,brick,砖,,,
774,brick_wall,brick_wall,砖墙,,,
775,bridal_gauntlets,bridal_gauntlets,婚纱手套,,,
776,bridal_veil,bridal_veil,婚纱头纱,,,
777,bride,bride,新娘,,,
778,bridge,bridge,桥,,,
779,briefcase,briefcase,公文包,,,
780,briefs,briefs,男式内裤,,,
781,bright_pupils,bright_pupils,明亮的瞳孔,,,
782,broken,broken,破碎的,,,
783,broken_glass,broken_glass,碎玻璃,,,
784,broken_horn,broken_horn,断角,,,
785,broken_weapon,broken_weapon,破碎的武器,,,
786,brooch,brooch,胸针,,,
787,broom,broom,扫帚,,,
788,broom_riding,broom_riding,骑扫帚,,,
789,brother_and_sister,brother_and_sister,姐弟|兄妹,,,
790,brothers,brothers,兄弟,,,
791,brown-framed_eyewear,brown-framed_eyewear,棕色镜框眼镜,,,
792,brown_background,brown_background,棕色背景,,,
793,brown_belt,brown_belt,棕色皮带,,,
794,brown_bikini,brown_bikini,棕色比基尼,,,
795,brown_bow,brown_bow,棕色蝴蝶结,,,
796,brown_cape,brown_cape,棕色斗篷,,,
797,brown_cardigan,brown_cardigan,棕色开襟衫,,,
798,brown_coat,brown_coat,棕色外套,,,
799,brown_dress,brown_dress,棕色连衣裙,,,
800,brown_eyes,brown_eyes,棕色的眼睛,,,
801,brown_footwear,brown_footwear,棕色鞋类,,,
802,brown_gloves,brown_gloves,棕色手套,,,
803,brown_hair,brown_hair,棕色头发,,,
804,brown_hairband,brown_hairband,棕色发带,,,
805,brown_headwear,brown_headwear,棕色头饰,,,
806,brown_jacket,brown_jacket,棕色夹克,,,
807,brown_kimono,brown_kimono,棕色和服,,,
808,brown_legwear,brown_legwear,棕色的裤袜,,,
809,brown_neckwear,brown_neckwear,棕色领饰,,,
810,brown_panties,brown_panties,棕色内裤,,,
811,brown_pants,brown_pants,棕色长裤,,,
812,brown_ribbon,brown_ribbon,褐色丝带,,,
813,brown_sailor_collar,brown_sailor_collar,棕色水手领,,,
814,brown_scarf,brown_scarf,棕色围巾,,,
815,brown_shirt,brown_shirt,棕色衬衫,,,
816,brown_shorts,brown_shorts,棕色短裤,,,
817,brown_skirt,brown_skirt,棕色短裙,,,
818,brown_sweater,brown_sweater,棕色毛衣,,,
819,brown_theme,brown_theme,棕色主题,,,
820,brown_vest,brown_vest,棕色马甲,,,
821,bruce_lee's_jumpsuit,bruce_lee's_jumpsuit,李小龙款连身衣,,,
822,bruise,bruise,挫伤,,,
823,brush,brush,刷子,,,
824,brushing_teeth,brushing_teeth,刷牙,,,
825,bubble,bubble,泡泡,,,
826,bubble_blowing,bubble_blowing,吹泡泡,,,
827,bubble_skirt,bubble_skirt,蓬蓬裙,,,
828,bubble_tea,bubble_tea,珍珠奶茶,,,
829,bubble_tea_challenge,bubble_tea_challenge,不用手喝珍珠奶茶挑战,,,
830,buck_teeth,buck_teeth,龅牙,,,
831,bucket,bucket,水桶,,,
832,buckle,buckle,扣,,,
833,budget_sarashi,budget_sarashi,绷带裹胸,,,
834,building,building,建筑,,,
835,bukkake,bukkake,射满脸,,,
836,bulge,bulge,裆部隆起,,,
837,bullet,bullet,子弹,,,
838,bullpup,bullpup,牛犊式枪械,,,
839,bullying,bullying,欺负,,,
840,bun_cover,bun_cover,发髻盖,,,
841,bunching_hair,bunching_hair,手持辫子,,,
842,bunny,bunny,兔子,,,
843,bunny_costume,bunny_costume,兔子服装,,,
844,bunny_ears,bunny_ears,兔耳,,,
845,bunny_girl,bunny_girl,兔娘|兔女郎,,,
846,bunny_hair_ornament,bunny_hair_ornament,兔子饰品,,,
847,bunny_hood,bunny_hood,兔耳帽,,,
848,bunny_pose,bunny_pose,兔耳pose,,,
849,bunny_print,bunny_print,兔子图案,,,
850,bunny_tail,bunny_tail,兔尾巴,,,
851,burn_scar,burn_scar,烧伤疤痕,,,
852,burning,burning,燃烧,,,
853,burnt_clothes,burnt_clothes,烧焦的衣服,,,
854,bursting_breasts,bursting_breasts,包不住的巨乳,,,
855,buruma,buruma,女式灯笼裤,,,
856,buruma_aside,buruma_aside,内裤掰到一边,,,
857,buruma_pull,buruma_pull,褪下一部分的内裤,,,
858,bus,bus,公共汽车,,,
859,bus_stop,bus_stop,公交站,,,
860,bush,bush,灌木,,,
861,business_suit,business_suit,西装,,,
862,bustier,bustier,紧身胸衣,,,
863,butler,butler,管家,,,
864,butt_crack,butt_crack,股沟,,,
865,butt_plug,butt_plug,肛塞,,,
866,butterfly,butterfly,蝴蝶,,,
867,butterfly_hair_ornament,butterfly_hair_ornament,蝴蝶发饰,,,
868,butterfly_net,butterfly_net,捕虫网,,,
869,butterfly_print,butterfly_print,蝴蝶印花,,,
870,butterfly_sitting,butterfly_sitting,蝴蝶坐,,,
871,butterfly_wings,butterfly_wings,蝴蝶翅膀,,,
872,buttjob,buttjob,臀交,,,
873,button_badge,button_badge,纽扣徽章,,,
874,button_eyes,button_eyes,纽扣式画法的眼睛,,,
875,button_gap,button_gap,天使的小窗,,,
876,buttons,buttons,纽扣,,,
877,c:,c:,c:,,,
878,cabbie_hat,cabbie_hat,报童帽,,,
879,cabinet,cabinet,储藏柜,,,
880,cable,cable,线缆,,,
881,cactus,cactus,仙人掌,,,
882,cafe,cafe,咖啡馆,,,
883,cage,cage,笼子,,,
884,cake,cake,蛋糕,,,
885,cake_slice,cake_slice,蛋糕块,,,
886,calendar_(medium),calendar_(medium),日历,,,
887,calendar_(object),calendar_(object),图中有日历,,,
888,calligraphy_brush,calligraphy_brush,毛笔,,,
889,calligraphy_brush_(medium),calligraphy_brush_(medium),毛笔(中号),,,
890,camcorder,camcorder,摄像机,,,
891,camellia,camellia,山茶花,,,
892,cameltoe,cameltoe,骆驼趾,,,
893,cameo,cameo,精彩片段,,,
894,camera,camera,照相机,,,
895,camisole,camisole,无袖紧身背心,,,
896,camouflage,camouflage,迷彩,,,
897,can,can,缶,,,
898,can't_be_this_cute,can't_be_this_cute,俺妹元素,,,
899,candle,candle,蜡烛,,,
900,candlestand,candlestand,烛台,,,
901,candy,candy,糖果,,,
902,candy_apple,candy_apple,苹果糖,,,
903,candy_cane,candy_cane,棒棒糖,,,
904,cane,cane,杖,,,
905,cannon,cannon,炮,,,
906,canvas_(object),canvas_(object),画布,,,
907,cape,cape,披风,,,
908,capelet,capelet,披肩,,,
909,capri_pants,capri_pants,七分裤,,,
910,car,car,汽车,,,
911,car_interior,car_interior,汽车内饰,,,
912,card,card,卡片,,,
913,card_(medium),card_(medium),卡片(中号图),,,
914,card_parody,card_parody,玩牌,,,
915,cardboard_box,cardboard_box,纸板箱,,,
916,cardigan,cardigan,开襟衫,,,
917,caressing_testicles,caressing_testicles,爱抚睾丸,,,
918,carpet,carpet,地毯,,,
919,carrot,carrot,胡萝卜,,,
920,carrot_hair_ornament,carrot_hair_ornament,胡萝卜发饰,,,
921,carrot_necklace,carrot_necklace,胡萝卜项链,,,
922,carrying,carrying,抱起,,,
923,carrying_over_shoulder,carrying_over_shoulder,肩扛,,,
924,carrying_under_arm,carrying_under_arm,夹在腋下,,,
925,cart,cart,载货推车,,,
926,cartridge,cartridge,弹夹,,,
927,casing_ejection,casing_ejection,子弹抛壳,,,
928,cast,cast,包扎着绷带,,,
929,castle,castle,城堡,,,
930,casual,casual,私服,,,
931,casual_one-piece_swimsuit,casual_one-piece_swimsuit,连体泳衣,,,
932,cat,cat,猫,,,
933,cat_boy,cat_boy,猫系男子,,,
934,cat_costume,cat_costume,猫系服装,,,
935,cat_cutout,cat_cutout,胸部开口出猫头剪影的服装,,,
936,cat_day,cat_day,猫之日,,,
937,cat_ear_headphones,cat_ear_headphones,猫耳式耳机,,,
938,cat_ear_panties,cat_ear_panties,猫耳造型内裤,,,
939,cat_ears,cat_ears,猫耳,,,
940,cat_girl,cat_girl,猫娘,,,
941,cat_hair_ornament,cat_hair_ornament,猫系发饰,,,
942,cat_hat,cat_hat,猫耳帽子,,,
943,cat_hood,cat_hood,猫耳兜帽,,,
944,cat_lingerie,cat_lingerie,猫系内衣,,,
945,cat_on_head,cat_on_head,头上趴着猫,,,
946,cat_paws,cat_paws,猫爪,,,
947,cat_print,cat_print,猫元素印花,,,
948,cat_tail,cat_tail,猫尾巴,,,
949,cat_teaser,cat_teaser,逗猫,,,
950,catchphrase,catchphrase,标志性台词,,,
951,caterpillar_tracks,caterpillar_tracks,履带,,,
952,caught,caught,被抓现行,,,
953,caustics,caustics,焦散,,,
954,caution_tape,caution_tape,警示带,,,
955,cave,cave,洞穴,,,
956,cd,cd,光碟,,,
957,ceiling,ceiling,天花板,,,
958,ceiling_light,ceiling_light,顶灯,,,
959,cellphone,cellphone,手机,,,
960,cellphone_picture,cellphone_picture,手机相片,,,
961,censored,censored,打码的,,,
962,centaur,centaur,人马|马娘,,,
963,center_frills,center_frills,胸口带花边的服装,,,
964,center_opening,center_opening,正中间开口的服装,,,
965,cervix,cervix,子宫口,,,
966,chain,chain,锁链,,,
967,chain-link_fence,chain-link_fence,铁网,,,
968,chain_necklace,chain_necklace,项链,,,
969,chainsaw,chainsaw,链锯,,,
970,chair,chair,椅子,,,
971,chaldea_uniform,chaldea_uniform,迦勒底制服,,,
972,chalk,chalk,粉笔,,,
973,chalkboard,chalkboard,黑板,,,
974,champagne,champagne,香槟,,,
975,champagne_flute,champagne_flute,香槟杯,,,
976,chandelier,chandelier,吊灯,,,
977,chaps,chaps,皮套裤,,,
978,character_censor,character_censor,用人脸打码,,,
979,character_doll,character_doll,角色公仔,,,
980,character_name,character_name,含角色名,,,
981,character_print,character_print,印着某角色,,,
982,character_profile,character_profile,角色简介,,,
983,character_sheet,character_sheet,人设表,,,
984,character_signature,character_signature,含该角色的签名,,,
985,charm_(object),charm_(object),强调角色魅力的,,,
986,chart,chart,图表,,,
987,chasing,chasing,追逐,,,
988,chat_log,chat_log,聊天框风格,,,
989,cheating,cheating,出轨,,,
990,checkerboard_cookie,checkerboard_cookie,棋盘曲奇,,,
991,checkered,checkered,方格图案,,,
992,checkered_background,checkered_background,方格背景,,,
993,checkered_floor,checkered_floor,格子地板,,,
994,checkered_kimono,checkered_kimono,格子和服,,,
995,checkered_neckwear,checkered_neckwear,格子领口,,,
996,checkered_scarf,checkered_scarf,格子围巾,,,
997,checkered_shirt,checkered_shirt,格子衬衫,,,
998,checkered_skirt,checkered_skirt,格子裙,,,
999,cheek-to-cheek,cheek-to-cheek,脸贴脸,,,
1000,cheek_bulge,cheek_bulge,鼓着腮帮,,,
1001,cheek_pinching,cheek_pinching,捏脸颊,,,
1002,cheek_poking,cheek_poking,戳脸颊,,,
1003,cheek_pull,cheek_pull,扯脸颊,,,
1004,cheering,cheering,助威,,,
1005,cheerleader,cheerleader,啦啦队,,,
1006,cheese,cheese,奶酪,,,
1007,chef,chef,厨师,,,
1008,chef_hat,chef_hat,厨师帽,,,
1009,chef_uniform,chef_uniform,厨师工装,,,
1010,chemise,chemise, 女式无袖宽内衣,,,
1011,cherry,cherry,樱花|樱桃,,,
1012,cherry_blossom_print,cherry_blossom_print,樱花印花,,,
1013,cherry_blossoms,cherry_blossoms,樱花,,,
1014,chess_piece,chess_piece,棋子,,,
1015,chest,chest,胸部,,,
1016,chest_hair,chest_hair,胸毛,,,
1017,chest_jewel,chest_jewel,胸前有宝石,,,
1018,chest_of_drawers,chest_of_drawers,抽屉,,,
1019,chest_tattoo,chest_tattoo,胸部有纹身,,,
1020,chestnut_mouth,chestnut_mouth,栗子嘴,,,
1021,chewing_gum,chewing_gum,口香糖,,,
1022,chi-hatan_military_uniform,chi-hatan_military_uniform,知波单学院制服,,,
1023,chibi,chibi,迷你角色,,,
1024,chibi_inset,chibi_inset,内含Q版形象,,,
1025,chick,chick,小鸡,,,
1026,chicken,chicken,鸡,,,
1027,child,child,小孩,,,
1028,child_drawing,child_drawing,儿童画作,,,
1029,child_on_child,child_on_child,孩子们,,,
1030,chimney,chimney,烟囱,,,
1031,chin_grab,chin_grab,抬下巴,,,
1032,chin_rest,chin_rest,托着下巴,,,
1033,chin_strap,chin_strap,颐革,,,
1034,chin_stroking,chin_stroking,摸下巴,,,
1035,china_dress,china_dress,中国服饰,,,
1036,chinese_clothes,chinese_clothes,中国风,,,
1037,chinese_text,chinese_text,中文,,,
1038,chinese_zodiac,chinese_zodiac,十二生肖,,,
1039,chips,chips,薯片,,,
1040,chocolate,chocolate,巧克力,,,
1041,chocolate_bar,chocolate_bar,巧克力板,,,
1042,chocolate_heart,chocolate_heart,心形巧克力,,,
1043,chocolate_on_breasts,chocolate_on_breasts,胸上的巧克力,,,
1044,choker,choker,项圈,,,
1045,choko_(cup),choko_(cup),猪口杯,,,
1046,chopsticks,chopsticks,筷子,,,
1047,christmas,christmas,圣诞节,,,
1048,christmas_lights,christmas_lights,圣诞彩灯,,,
1049,christmas_tree,christmas_tree,圣诞树,,,
1050,chromatic_aberration,chromatic_aberration,色差,,,
1051,church,church,教堂,,,
1052,cigar,cigar,雪茄,,,
1053,cigarette,cigarette,香烟,,,
1054,circle,circle,圆圈,,,
1055,circle_cut,circle_cut,单行本概念预告图,,,
1056,circle_name,circle_name,封绘署名,,,
1057,circlet,circlet,头冠,,,
1058,city,city,城市,,,
1059,city_lights,city_lights,城市灯光背景,,,
1060,cityscape,cityscape,城市背景,,,
1061,classroom,classroom,教室,,,
1062,claw_(weapon),claw_(weapon),爪(武器),,,
1063,claw_pose,claw_pose,嘎哦,,,
1064,claws,claws,爪,,,
1065,cleaning,cleaning,打扫,,,
1066,cleavage,cleavage,乳沟,,,
1067,cleavage_cutout,cleavage_cutout,露出的乳沟,,,
1068,cleave_gag,cleave_gag,被封住嘴,,,
